Иван Константинович Айвазовский,artist
Орест Адамович Кипренский,artist
Кузьма Сергеевич Петров-Водкин,artist
Илья Ефимович Репин,artist
Василий Иванович Суриков,artist
Виктор Михайлович Васнецов,artist
Иван Иванович Шишкин,artist
Валентин Александрович Серов,artist
Михаил Александрович Врубель,artist
Борис Михайлович Кустодиев,artist
Василий Васильевич Кандинский,artist
Казимир Северинович Малевич,artist
